serial_scrambled,BSA21_final_wt,DVSex21,Ragecat,HHincomex,RClassGP,hedqual2x,MarStat6x,HhlChlGpdx,PMSx,HomoSexx,Partyfwx,Politicsx,Votedx,Spend1x,dolex,TAXSPENDx,EQOPPGAYx,EQOPPTx,CHOPWOMMx,EQOPPBLKx,TBirCertx,EqOpDisx,EqOpMhx,welfare2,leftrigh,libauth,NHSSatx,GPSatx,NHSFProbx,NHSAccx
1010351,0.289005443921146,Female,25-34,"£1,411 - £2,560 per month",Not classifiable,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.5,1.4,2.66666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1010111,1.42139871191566,Male,18-24,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,Gone too far,About right,Gone too far,Strongly disagree,Not applicable,Not applicable,3.0,3.8,4.16666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1010112,0.660218563683961,Female,18-24,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Not very much,"Yes, voted",Defence,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone too far,About right,About right,About right,Strongly disagree,Not applicable,Not applicable,3.75,4.0,4.0,Quite satisfied,Not applicable,Not applicable,Not applicable
1037421,0.435826824591463,Female,65+,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Police and prisons,Other specific answer not in codeframe,Keep taxes and spending at the same level,Gone too far,Gone too far,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.5,3.4,4.33333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1037422,0.840942007846876,Male,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Police and prisons,Benefits are too low and cause hardship,Keep taxes and spending at the same level,Gone too far,Gone too far,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.875,2.8,4.33333333333333,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1012791,1.6100065749678,Male,45-54,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Education,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.125,1.0,3.0,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1044671,0.932514530628084,Male,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Help for industry,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,3.5,2.6,3.33333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1015991,0.277718456063886,Female,65+,"£2,561 - £4,350 per month",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Housing,Benefits are too low and cause hardship,Increase taxes and spend more,Gone too far,Gone too far,Not gone far enough,Not gone far enough,Strongly disagree,Not applicable,Not applicable,1.75,2.2,3.33333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1003831,0.477220379860262,Male,60-64,"£4,351 per month or more",Small employers and own account workers,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,None at all,"Yes, voted",Public transport,Benefits are too high and discourage finding jobs,Increase taxes and spend more,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,3.5,4.0,4.16666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1002151,0.586759146944485,Male,45-54,"£2,561 - £4,350 per month",Semi-routine and routine occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,"Yes, voted",Education,Benefits are too high and discourage finding jobs,Reduce taxes and spend less,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.5,1.0,2.0,Very dissatisfied,Not applicable,Not applicable,Not applicable
1002152,0.256118830385529,Female,45-54,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,2.0,1.4,2.16666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1032171,0.59015925288478,Female,55-59,"£1,411 - £2,560 per month",Lower supervisory and technical occupations,GCSE/O Level/Standard Grade or equivalent,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Health,8,Don't know,About right,Gone too far,About right,About right,Disagree,Not applicable,Not applicable,2.75,3.2,4.16666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1040531,0.920290078800777,Male,60-64,Prefer not to answer,Lower supervisory and technical occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,,Quite a lot,"Yes, voted",Health,Other specific answer not in codeframe,Increase taxes and spend more,About right,Gone too far,Gone too far,About right,Strongly disagree,Not applicable,Not applicable,3.0,1.4,3.5,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1044691,0.332122079985764,Female,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,Higher education below degree/A levels,Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Public transport,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,Not gone nearly far enough,About right,Neither agree nor disagree,Not applicable,Not applicable,2.75,3.0,2.83333333333333,Very satisfied,Not applicable,Not applicable,Not applicable
1028221,0.931361477542708,Male,45-54,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Reduce taxes and spend less,About right,About right,About right,About right,Agree,Not applicable,Not applicable,2.375,2.8,3.5,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1028222,0.628303243656101,Female,45-54,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Not very much,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone too far,Gone too far,About right,Gone too far,Disagree,Not applicable,Not applicable,3.25,3.6,3.66666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1043991,2.31453506714661,Male,55-59,"£1,411 - £2,560 per month",Semi-routine and routine occupations,No qualifications,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,No,Roads,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone much too far,Gone much too far,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,3.375,1.8,4.33333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1043691,0.807215264449717,Male,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Widowed/surviving partner from a civil partnership,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Roads,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Strongly disagree,Not applicable,Not applicable,2.375,2.2,2.33333333333333,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1018441,1.07284716856502,Male,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,No qualifications,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Police and prisons,Benefits are too high and discourage finding jobs,Increase taxes and spend more,Gone much too far,Gone much too far,Gone too far,About right,Disagree,Not applicable,Not applicable,2.625,2.4,4.33333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1043431,0.718593033457372,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Not very much,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Increase taxes and spend more,About right,Gone too far,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,4.0,3.6,3.83333333333333,Very dissatisfied,Not applicable,Not applicable,Not applicable
1043432,1.70691075159251,Male,35-44,"£4,351 per month or more",Semi-routine and routine occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.875,2.6,4.16666666666667,Very dissatisfied,Not applicable,Not applicable,Not applicable
1036371,0.529514880480978,Female,45-54,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,"Yes, voted",Housing,Benefits are too low and cause hardship,Increase taxes and spend more,About right,Gone too far,Not gone nearly far enough,About right,Disagree,Not applicable,Not applicable,2.5,2.6,2.66666666666667,Very dissatisfied,Not applicable,Not applicable,Not applicable
